0,0.039876713
1,0.028970391
2,0.04260792
3,0.033792523
4,0.027374195
5,0.038532566
6,0.036910188
7,0.031308442
8,0.039909674
9,0.026474915
10,0.030849512
11,0.02422199
12,0.029982003
13,0.023695429
14,0.047138689
15,0.033793922
16,0.042766896
17,0.049429662
18,0.035716436
19,0.037757021
20,0.042766911
21,0.030141222
22,0.028626511
23,0.033018141
24,0.02969243
25,0.031947844
26,0.028740459
27,0.020794948
28,0.026072825
29,0.044279992
30,0.025778933
31,0.038850418
32,0.029954044
33,0.028600359
34,0.035656608
35,0.034651004
36,0.031660657
37,0.037237295
38,0.044095375
39,0.030861335
40,0.027655457
41,0.028846724
42,0.024244078
43,0.043514343
44,0.054054211
45,0.031108921
46,0.048704701
47,0.026438999
48,0.023867454
49,0.053509896
50,0.02648198
51,0.025289833
52,0.04129364
53,0.021293854
54,0.033047702
55,0.027126802
56,0.029322746
57,0.031172421
58,0.035377203
59,0.032311576
60,0.020353142
61,0.026212631
62,0.026986972
63,0.030860753
64,0.021587927
65,0.022691624
66,0.025006169
67,0.03674146
68,0.031158721
69,0.034964664
70,0.027082338
71,0.026451475
72,0.043072211
73,0.034081351
74,0.037607497
75,0.028648344
76,0.049668682
77,0.03404877
78,0.04493073
79,0.035844959
80,0.032733054
81,0.03663398
82,0.045752188
83,0.041813507
84,0.025536403
85,0.021569281
86,0.030210959
87,0.027562603
88,0.046746373
89,0.041112082
90,0.050046559
91,0.027078071
92,0.022743875
93,0.040028165
94,0.035196448
95,0.048818552
96,0.031670781
97,0.040710021
98,0.044864673
99,0.03429556
100,0.045381553
101,0.030708859
102,0.043356658
103,0.050502461
104,0.03338551
105,0.02901578
106,0.030913625
107,0.033007246
108,0.031893889
109,0.042605894
110,0.040136094
111,0.026229656
112,0.017557432
113,0.031198807
114,0.02640655
115,0.034098057
116,0.04209632
117,0.029448104
118,0.035232264
119,0.043263331
120,0.023262333
121,0.034376136
122,0.028218337
123,0.029119633
124,0.024701527
125,0.044125052
126,0.045458076
127,0.051381428
128,0.031559625
129,0.042344872
130,0.041716165
131,0.030336114
132,0.0358998
133,0.026573056
134,0.024588732
135,0.030187343
136,0.050630928
137,0.027303538
138,0.031104124
139,0.040244819
140,0.024326911
141,0.050920325
142,0.026352747
143,0.034287127
144,0.023984888
145,0.037616841
146,0.031612942
147,0.030565327
148,0.043467436
149,0.026115786
150,0.031445806
151,0.028559176
152,0.029563031
153,0.03073199
154,0.033375706
155,0.026529312
156,0.05479455
157,0.021640543
158,0.032278216
159,0.039521326
160,0.022068533
161,0.050211386
162,0.041801865
163,0.035422113
164,0.035794567
165,0.028402939
166,0.033588488
167,0.041591289
168,0.021939325
169,0.029848556
170,0.031715146
171,0.034277137
172,0.032086375
173,0.039020893
174,0.035676602
175,0.019127546
176,0.024596066
177,0.023284058
178,0.045796837
179,0.023527568
180,0.029923102
181,0.02306299
182,0.030592209
183,0.034959305
184,0.025523194
185,0.021641731
186,0.023097789
187,0.022778278
188,0.020678364
189,0.031763804
190,0.043465798
191,0.022796805
192,0.029393945
193,0.038027071
194,0.025483241
195,0.027869474
196,0.036845711
197,0.022413795
198,0.036492082
199,0.029876438
200,0.025309366
201,0.036732735
202,0.035061163
203,0.028556965
204,0.028683662
205,0.031280806
206,0.027715607
207,0.024803923
208,0.032844622
209,0.03882962
210,0.03213455
211,0.033849503
212,0.026311745
213,0.0365772
214,0.031200433
215,0.048558512
216,0.048310192
217,0.042532297
218,0.026593002
219,0.033155828
220,0.033668164
221,0.027700417
222,0.023707
223,0.033585828
224,0.033122813
225,0.02960765
226,0.035301271
227,0.025496723
228,0.033183609
229,0.030278345
230,0.02627352
231,0.042798246
232,0.036691419
233,0.032754298
234,0.029209883
235,0.025129533
236,0.02912896
237,0.027151458
238,0.035816783
239,0.024594413
240,0.039218387
241,0.035444975
242,0.036799648
243,0.04058455
244,0.047531854
245,0.0353568
246,0.044004648
247,0.033034092
248,0.045120629
249,0.034624376
250,0.033730413
251,0.03955678
252,0.029007351
253,0.019471586
254,0.026715705
255,0.023661146
256,0.03947475
257,0.0344459
258,0.030679785
259,0.0321597
260,0.037594275
261,0.044238718
262,0.023419686
263,0.03456841
264,0.045456197
265,0.036378908
266,0.046781817
267,0.030058929
268,0.028124183
269,0.020179983
270,0.026967783
271,0.038987879
272,0.032341213
273,0.027922708
274,0.031840917
275,0.03334122
276,0.031782137
277,0.023423756
278,0.033564333
279,0.041264484
280,0.027219954
281,0.05083039
282,0.01883297
283,0.037230784
284,0.042780454
285,0.033254452
286,0.021778174
287,0.048451865
288,0.028099332
289,0.028900282
290,0.038139428
291,0.04833718
292,0.024730166
293,0.036377853
294,0.05083346
295,0.02124712
296,0.020625855
297,0.031849227
298,0.043223967
299,0.037550697
300,0.029657243
301,0.026627753
302,0.026358397
303,0.034065717
304,0.030124961
305,0.031611383
306,0.029077164
307,0.039686016
308,0.032062813
309,0.038884093
310,0.039389823
311,0.023080875
312,0.030154811
313,0.026729277
314,0.029414297
315,0.029462894
316,0.029848786
317,0.03511722
318,0.025653184
319,0.032972223
320,0.043272613
321,0.035637783
322,0.03705213
323,0.044210765
324,0.033361157
325,0.037320537
326,0.029968517
327,0.029790147
328,0.030646404
329,0.039712328
