,0
0,0.2706112122798013
1,-0.018036728072830865
2,-0.07147185771432396
3,-0.4883685520105901
4,-0.42896371686360035
5,0.32156142144639527
6,0.24932500309558855
7,0.056006486790461746
8,0.03465340961885218
9,0.3888870121584561
10,0.35506381242450824
11,0.5416272718362388
12,0.5033014971811698
13,0.2893385108986616
14,0.25773832631623456
15,0.2773246436744831
16,0.20233640515445245
17,0.4121117416999317
18,0.3862547675444199
19,0.012495859706668522
20,0.009754734474709746
21,0.40159055856982956
22,0.321479489759797
23,0.2955078079896847
24,0.2762116265641619
25,0.44364223210255366
26,0.435661871389598
27,0.46091659490160747
28,0.4317867655429101
29,0.1855913100941264
30,0.15328303852257188
31,0.22925686998322284
32,0.18820982028554856
33,-0.07691696297073657
34,-0.03804375221360299
35,0.11671724543614528
36,0.060939554369255675
37,-0.10827945413555982
38,-0.12909210325617237
39,-0.14681943685706755
40,-0.14435176774633238
41,-0.1816573845441643
42,0.12674295786738327
43,-0.14148477953205219
44,0.12266241483861832
45,0.10865044924363769
46,0.16694818040120946
47,0.12858541873708088
48,-0.11681848614555941
49,-0.13627034461456958
50,0.11325812193017588
51,0.08496693867312183
52,0.05621200498028908
53,0.01924354344212957
54,-0.637631563932179
55,-0.5737263923116539
56,0.14543634945542472
57,0.09283924094923844
58,-0.25850007944214826
59,-0.2449145719604171
60,0.12888368771841074
61,0.13578559014967237
62,0.116689281025384
63,0.07799411943109315
64,0.29608167824506715
65,0.2955270608271845
66,0.2509316006157248
67,0.24461283259702998
68,0.09478009807359204
69,-0.286072893192793
70,-0.16244431575140048
71,0.10218761254288287
72,0.07672817496768343
73,0.26050537064736945
74,0.19912319958395788
75,0.22841380178955467
76,0.16485789632636189
77,0.3393890272717874
78,0.2434695222835474
79,0.032202881355875096
80,0.023455233216189145
81,-0.10827945413555982
82,-0.12909210325617237
83,0.5435275577510074
84,0.3893301559832076
85,0.5469695691396137
86,0.5274236617653526
87,0.22277097679383304
88,0.18942780820134986
89,0.5069245588685078
90,0.4416791865250475
91,0.5541883186054023
92,0.5029268683144338
93,0.09879925178470378
94,0.06145479203669083
95,0.1768691881326021
96,0.15536211876095568
97,0.24619179215098871
98,0.2105923852224832
99,0.36907694164326904
100,0.32279656522120254
101,0.0973768722788158
102,0.06418772845586697
103,0.16232877873239213
104,0.13561946030191152
105,-0.24436397777184526
106,-0.19126249334663123
107,-0.24436397777184526
108,-0.19126249334663123
109,-0.000566215741568306
110,0.03688370544569989
111,0.4838153512837457
112,0.4002722653650224
113,0.5423382401557456
114,0.4488399056377621
115,0.4934950514525411
116,0.4198658897421307
117,-0.03341821937360066
118,-0.019969118866302028
119,-0.07691696297073657
120,-0.03804375221360299
121,0.05840946458073947
122,0.052323799757957326
123,0.2992688362219273
124,0.2765199822523092
125,0.03462924576600778
126,0.0030708265142895103
127,0.3452695563872242
128,0.28139660949416595
129,0.2869277221589244
130,0.2290880910473318
131,0.34669746650923655
132,0.27466975108256514
133,0.39185214677897695
134,0.35978360191595693
135,-0.05261958043232589
136,-0.02460053339448667
137,0.4205247355860754
138,0.34224472641235987
139,0.693135378864171
140,0.5943051269978228
141,0.399943875246462
142,0.32924698391586377
143,0.057094613505546225
144,0.5123363595865964
145,0.4299615390951844
146,0.3993192590236673
147,0.3205043868713839
148,0.03566880533910555
149,-0.1577416941762768
150,-0.14681943685706755
151,-0.14435176774633238
152,0.22847352485568054
153,0.20979746730470764
154,-0.8787583692080676
155,-0.7999200943278263
156,0.2667716729335794
157,0.23017093578038936
158,0.1462498265304728
159,0.1317005607329572
160,0.515547414552325
161,0.48215188472999193
162,0.4340485153193112
163,0.3949195769379571
164,0.08629281760554121
165,0.08517042749497639
166,0.44922251865354157
167,0.20920702715409178
168,0.19588999809052565
169,0.31201167917554673
170,0.39356529845250615
171,0.36713259790989655
172,-0.042269960471783184
173,-0.06354703729281301
174,-0.7706805524751243
175,-0.5933955852194345
176,0.049432262616616
177,0.025919126690233413
178,-0.5642662334032783
179,-0.5540693704978765
180,-0.637631563932179
181,-0.5737263923116539
182,0.09879925178470378
183,0.06145479203669083
184,0.06488788217106714
185,0.06252157426200396
186,0.13969118855867166
187,0.12601306224825834
188,-0.009421428833804162
189,-0.02370588931125261
190,-0.10451918419845321
191,-0.13909087475581533
192,-0.21379235838876026
193,-0.22142348113529053
194,-0.13459583983843493
195,-0.15806427270325438
196,0.12971480309309774
197,0.09561920299406138
198,-0.10066399996587384
199,-0.13126733816105726
200,-0.6256780767189162
201,-0.5973372083491967
202,0.3849480988001803
203,0.3444498677993073
204,-0.62311594668844
205,-0.5460045646480912
206,0.34292787624305
207,0.33819100279639636
208,0.0529093784433703
209,0.035725341670839704
210,0.47103401111826726
211,0.36157334660421886
212,0.24177394374944025
213,0.17703758814357493
214,0.4225340457937333
215,0.3348471332513879
216,-0.8575410013064649
217,-0.23577440961733334
218,-0.2388847555005098
219,0.2589116891405918
220,0.21767569674297416
221,0.4559231571567313
222,0.42173140457401515
223,0.2539612281300245
224,0.25039732703450046
225,0.352160692262232
226,0.3044931937584731
227,0.3291819602577934
228,0.2813351419393906
229,-0.07991336208455448
230,-0.0850064549322777
231,-0.23361910543560233
232,-0.2421164227009242
233,-0.2346074580334223
234,-0.24400491679138578
235,0.07670148031322113
236,0.06730982885561253
237,0.017318056050111465
238,0.017633600453110822
239,-0.1688698159195256
240,-0.1953190330011044
241,-0.25850007944214826
242,-0.2449145719604171
243,0.20249459058885744
244,0.16803814412497736
245,0.2156276597514475
246,0.19429682899898262
247,0.4116493416445224
248,0.38978176967217526
249,0.16695719827968483
250,0.11695517175775447
251,-0.46087700454984515
252,-0.3410176801040609
253,0.4566658886643403
254,0.40867489891742637
255,-0.6753879912459769
256,0.05323173897945892
257,0.05323173897945892
258,0.022136660254801897
259,0.022136660254801897
260,0.10469076554443466
261,0.06303792647800381
262,0.30377097764011
263,0.2855313551298145
264,0.2835841897209287
265,0.24092358082742416
266,0.030603287993239466
267,-0.004665310936398825
268,0.4517986048713286
269,0.4032228581595108
270,0.4343340746103881
271,0.5014714338696
272,0.37396019066580843
273,0.31326672017877427
274,0.30021719591808266
275,0.25490759216355335
276,0.3231432351439955
277,0.2622811785467203
278,-0.01062549064807533
279,0.0068855242491328034
280,0.22305290451048881
281,0.22398283158232812
282,0.22305290451048881
283,0.22398283158232812
284,-1.062065289299028
285,-0.8476806888673047
286,0.49304683974385055
287,0.42124677246677283
288,-0.061998758310256905
289,-0.06243021312198446
290,0.14983796731684246
291,0.10163557899644696
292,0.03711906699717975
293,0.003440544447703333
294,-0.08495412888177101
295,-0.10886912885477901
296,0.19328150773774144
297,0.18041481665041342
298,0.46708419160327086
299,0.43865386893600794
300,0.44337561380825025
301,0.4266393267361311
302,0.38791807997448924
303,0.3716967518431967
304,0.3880199401888193
305,0.39015586889039866
306,0.27839881644461223
307,0.25242864897665823
308,0.20227240784862183
309,0.20227240784862183
310,0.171702101780645
311,0.171702101780645
312,0.2538175663900843
313,0.24163696703705828
314,0.08807200107411807
315,0.06325296738130781
316,0.22766235914119046
317,0.20544351802710412
318,-0.003954303224448412
319,-0.0011461187164264234
320,0.3340476249473712
321,0.302802270001677
322,0.3812352087538594
323,0.30005792684359195
324,0.4131136156396576
325,0.35719097304017683
326,0.46101632355507516
327,0.4361201287083774
328,0.1865092247223157
329,0.1440199424945676
330,0.4070031723510489
331,0.34901916871160665
332,0.07695728709530905
333,0.04421305116121194
334,0.23226834610987807
335,0.31766054031978896
336,0.2625068406948988
337,0.010601646782736548
338,0.009040286131837622
339,0.5792137373908159
340,0.5557151983035387
341,0.37936771805299346
342,0.34770668574217894
343,0.41028073607070686
344,0.33701661613477546
345,0.3064045751528585
346,0.25321597881632574
347,0.037672089262666617
348,0.05734717527307842
349,0.31851260163048817
350,0.26386959990836545
351,0.3474993611918091
352,0.28735585735796143
353,0.5372272379071097
354,0.42321185997957245
355,0.009638771986547673
356,-0.02556606065395735
357,0.05382832017803366
358,0.02260706397901937
359,0.10099648184319093
360,0.06697534333095378
361,-0.04309730533918276
362,-0.03924677010699008
363,0.9123871244329973
364,0.8788798611960917
365,0.90272708875835
366,0.87094782059108
367,0.6867524204261711
368,0.6612274606103994
369,0.7330252491941749
370,0.6965141147932371
371,0.5907388829116008
372,0.5684775724099543
373,0.6523048135843765
374,0.6119892811004662
375,0.4497492317008324
376,0.4167802962129833
377,0.6923329454044751
378,0.6370089533730915
379,0.30514219452895874
380,0.25414607206727335
381,0.6234651412840971
382,0.5807001438456924
383,-0.02082604373218648
384,-0.05529405834160004
385,0.4299379890762412
386,0.4168271457907951
387,0.5843346403855004
388,0.5239699490587993
389,-0.061998758310256905
390,-0.06243021312198446
391,0.1314223337327641
392,0.11691236432119388
393,0.3527051459287173
394,0.3254529936939257
